t,if,il,vl
5.8400,5.0000,5.7546,-1.5486
5.8500,5.0000,5.7470,-1.5332
5.8600,5.0000,5.7396,-1.5180
5.8700,5.0000,5.7323,-1.5029
5.8800,5.0000,5.7250,-1.4879
5.8900,5.0000,5.7178,-1.4731
5.9000,5.0000,5.7106,-1.4585
5.9100,5.0000,5.7035,-1.4439
5.9200,5.0000,5.6965,-1.4296
5.9300,5.0000,5.6896,-1.4153
5.9400,5.0000,5.6827,-1.4013
5.9500,5.0000,5.6760,-1.3873
5.9600,5.0000,5.6692,-1.3735
5.9700,5.0000,5.6626,-1.3599
5.9800,5.0000,5.6560,-1.3463
5.9900,5.0000,5.6494,-1.3329
6.0000,5.0000,5.6430,-1.3197
6.0100,5.0000,5.6366,-1.3065
6.0200,5.0000,5.6303,-1.2935
6.0300,5.0000,5.6240,-1.2807
6.0400,5.0000,5.6178,-1.2679
6.0500,5.0000,5.6116,-1.2553
6.0600,5.0000,5.6055,-1.2428
6.0700,5.0000,5.5995,-1.2304
6.0800,5.0000,5.5936,-1.2182
6.0900,5.0000,5.5876,-1.2061
6.1000,5.0000,5.5818,-1.1941
6.1100,5.0000,5.5760,-1.1822
6.1200,5.0000,5.5703,-1.1704
6.1300,5.0000,5.5646,-1.1588
6.1400,5.0000,5.5590,-1.1473
6.1500,5.0000,5.5534,-1.1358
6.1600,5.0000,5.5479,-1.1245
6.1700,5.0000,5.5425,-1.1134
6.1800,5.0000,5.5371,-1.1023
6.1900,5.0000,5.5317,-1.0913
6.2000,5.0000,5.5264,-1.0804
6.2100,5.0000,5.5212,-1.0697
6.2200,5.0000,5.5160,-1.0591
6.2300,5.0000,5.5109,-1.0485
6.2400,5.0000,5.5058,-1.0381
6.2500,5.0000,5.5008,-1.0278
6.2600,5.0000,5.4958,-1.0175
6.2700,5.0000,5.4908,-1.0074
6.2800,5.0000,5.4860,-0.9974
6.2900,5.0000,5.4811,-0.9875
6.3000,5.0000,5.4763,-0.9776
6.3100,5.0000,5.4716,-0.9679
6.3200,5.0000,5.4669,-0.9583
6.3300,5.0000,5.4623,-0.9487
6.3400,5.0000,5.4577,-0.9393
6.3500,5.0000,5.4531,-0.9300
6.3600,5.0000,5.4486,-0.9207
6.3700,5.0000,5.4441,-0.9115
6.3800,5.0000,5.4397,-0.9025
6.3900,5.0000,5.4353,-0.8935
6.4000,5.0000,5.4310,-0.8846
6.4100,5.0000,5.4267,-0.8758
6.4200,5.0000,5.4225,-0.8671
6.4300,5.0000,5.4183,-0.8585
6.4400,5.0000,5.4141,-0.8499
6.4500,5.0000,5.4100,-0.8415
6.4600,5.0000,5.4059,-0.8331
6.4700,5.0000,5.4019,-0.8248
6.4800,5.0000,5.3979,-0.8166
6.4900,5.0000,5.3939,-0.8085
6.5000,5.0000,5.3900,-0.8004
6.5100,5.0000,5.3861,-0.7925
6.5200,5.0000,5.3823,-0.7846
6.5300,5.0000,5.3785,-0.7768
6.5400,5.0000,5.3747,-0.7690
6.5500,5.0000,5.3710,-0.7614
6.5600,5.0000,5.3673,-0.7538
6.5700,5.0000,5.3636,-0.7463
6.5800,5.0000,5.3600,-0.7389
6.5900,5.0000,5.3564,-0.7315
6.6000,5.0000,5.3529,-0.7242
6.6100,5.0000,5.3494,-0.7170
6.6200,5.0000,5.3459,-0.7099
6.6300,5.0000,5.3424,-0.7028
6.6400,5.0000,5.3390,-0.6958
6.6500,5.0000,5.3357,-0.6889
6.6600,5.0000,5.3323,-0.6821
6.6700,5.0000,5.3290,-0.6753
6.6800,5.0000,5.3257,-0.6686
6.6900,5.0000,5.3225,-0.6619
6.7000,5.0000,5.3193,-0.6553
6.7100,5.0000,5.3161,-0.6488
6.7200,5.0000,5.3130,-0.6423
6.7300,5.0000,5.3099,-0.6360
6.7400,5.0000,5.3068,-0.6296
6.7500,5.0000,5.3037,-0.6234
6.7600,5.0000,5.3007,-0.6172
6.7700,5.0000,5.2977,-0.6110
6.7800,5.0000,5.2947,-0.6049
6.7900,5.0000,5.2918,-0.5989
6.8000,5.0000,5.2889,-0.5930
6.8100,5.0000,5.2860,-0.5871
6.8200,5.0000,5.2832,-0.5812
6.8300,5.0000,5.2804,-0.5754
6.8400,5.0000,5.2776,-0.5697
6.8500,5.0000,5.2748,-0.5640
6.8600,5.0000,5.2721,-0.5584
6.8700,5.0000,5.2694,-0.5529
6.8800,5.0000,5.2667,-0.5474
6.8900,5.0000,5.2640,-0.5419
6.9000,5.0000,5.2614,-0.5365
6.9100,5.0000,5.2588,-0.5312
6.9200,5.0000,5.2562,-0.5259
6.9300,5.0000,5.2537,-0.5207
6.9400,5.0000,5.2512,-0.5155
6.9500,5.0000,5.2487,-0.5104
6.9600,5.0000,5.2462,-0.5053
6.9700,5.0000,5.2437,-0.5003
6.9800,5.0000,5.2413,-0.4953
6.9900,5.0000,5.2389,-0.4904
7.0000,5.0000,5.2365,-0.4855
7.0100,5.0000,5.2342,-0.4806
7.0200,5.0000,5.2319,-0.4759
7.0300,5.0000,5.2296,-0.4711
7.0400,5.0000,5.2273,-0.4664
7.0500,5.0000,5.2250,-0.4618
7.0600,5.0000,5.2228,-0.4572
7.0700,5.0000,5.2205,-0.4527
7.0800,5.0000,5.2184,-0.4482
7.0900,5.0000,5.2162,-0.4437
7.1000,5.0000,5.2140,-0.4393
7.1100,5.0000,5.2119,-0.4349
7.1200,5.0000,5.2098,-0.4306
7.1300,5.0000,5.2077,-0.4263
7.1400,5.0000,5.2056,-0.4221
7.1500,5.0000,5.2036,-0.4179
7.1600,5.0000,5.2016,-0.4137
7.1700,5.0000,5.1996,-0.4096
7.1800,5.0000,5.1976,-0.4055
7.1900,5.0000,5.1956,-0.4015
7.2000,5.0000,5.1937,-0.3975
7.2100,5.0000,5.1917,-0.3935
7.2200,5.0000,5.1898,-0.3896
7.2300,5.0000,5.1879,-0.3857
7.2400,5.0000,5.1861,-0.3819
7.2500,5.0000,5.1842,-0.3781
7.2600,5.0000,5.1824,-0.3743
7.2700,5.0000,5.1806,-0.3706
7.2800,5.0000,5.1788,-0.3669
7.2900,5.0000,5.1770,-0.3633
7.3000,5.0000,5.1752,-0.3597
7.3100,5.0000,5.1735,-0.3561
7.3200,5.0000,5.1718,-0.3525
7.3300,5.0000,5.1701,-0.3490
7.3400,5.0000,5.1684,-0.3455
7.3500,5.0000,5.1667,-0.3421
7.3600,5.0000,5.1650,-0.3387
7.3700,5.0000,5.1634,-0.3353
7.3800,5.0000,5.1618,-0.3320
7.3900,5.0000,5.1602,-0.3287
7.4000,5.0000,5.1586,-0.3254
7.4100,5.0000,5.1570,-0.3222
7.4200,5.0000,5.1554,-0.3190
7.4300,5.0000,5.1539,-0.3158
7.4400,5.0000,5.1523,-0.3127
7.4500,5.0000,5.1508,-0.3096
7.4600,5.0000,5.1493,-0.3065
7.4700,5.0000,5.1478,-0.3034
7.4800,5.0000,5.1464,-0.3004
7.4900,5.0000,5.1449,-0.2974
7.5000,5.0000,5.1435,-0.2945
7.5100,5.0000,5.1420,-0.2915
7.5200,5.0000,5.1406,-0.2886
7.5300,5.0000,5.1392,-0.2858
7.5400,5.0000,5.1378,-0.2829
7.5500,5.0000,5.1365,-0.2801
7.5600,5.0000,5.1351,-0.2773
7.5700,5.0000,5.1338,-0.2745
7.5800,5.0000,5.1324,-0.2718
7.5900,5.0000,5.1311,-0.2691
7.6000,5.0000,5.1298,-0.2664
7.6100,5.0000,5.1285,-0.2638
7.6200,5.0000,5.1272,-0.2612
7.6300,5.0000,5.1260,-0.2586
7.6400,5.0000,5.1247,-0.2560
7.6500,5.0000,5.1235,-0.2534
7.6600,5.0000,5.1223,-0.2509
7.6700,5.0000,5.1210,-0.2484
7.6800,5.0000,5.1198,-0.2460
7.6900,5.0000,5.1186,-0.2435
7.7000,5.0000,5.1175,-0.2411
7.7100,5.0000,5.1163,-0.2387
7.7200,5.0000,5.1151,-0.2363
7.7300,5.0000,5.1140,-0.2340
7.7400,5.0000,5.1129,-0.2316
7.7500,5.0000,5.1117,-0.2293
7.7600,5.0000,5.1106,-0.2270
7.7700,5.0000,5.1095,-0.2248
7.7800,5.0000,5.1084,-0.2225
7.7900,5.0000,5.1074,-0.2203
7.8000,5.0000,5.1063,-0.2181
7.8100,5.0000,5.1052,-0.2160
7.8200,5.0000,5.1042,-0.2138
7.8300,5.0000,5.1031,-0.2117
7.8400,5.0000,5.1021,-0.2096
7.8500,5.0000,5.1011,-0.2075
7.8600,5.0000,5.1001,-0.2054
7.8700,5.0000,5.0991,-0.2034
7.8800,5.0000,5.0981,-0.2014
7.8900,5.0000,5.0971,-0.1994
7.9000,5.0000,5.0962,-0.1974
7.9100,5.0000,5.0952,-0.1954
7.9200,5.0000,5.0943,-0.1935
7.9300,5.0000,5.0933,-0.1915
7.9400,5.0000,5.0924,-0.1896
7.9500,5.0000,5.0915,-0.1878
7.9600,5.0000,5.0906,-0.1859
7.9700,5.0000,5.0897,-0.1840
7.9800,5.0000,5.0888,-0.1822
7.9900,5.0000,5.0879,-0.1804
8.0000,5.0000,5.0870,-0.1786
8.0100,5.0000,5.0862,-0.1768
8.0200,5.0000,5.0853,-0.1751
8.0300,5.0000,5.0844,-0.1733
8.0400,5.0000,5.0836,-0.1716
8.0500,5.0000,5.0828,-0.1699
8.0600,5.0000,5.0820,-0.1682
8.0700,5.0000,5.0811,-0.1665
8.0800,5.0000,5.0803,-0.1649
8.0900,5.0000,5.0795,-0.1632
8.1000,5.0000,5.0787,-0.1616
8.1100,5.0000,5.0780,-0.1600
8.1200,5.0000,5.0772,-0.1584
8.1300,5.0000,5.0764,-0.1568
8.1400,5.0000,5.0757,-0.1553
8.1500,5.0000,5.0749,-0.1537
8.1600,5.0000,5.0742,-0.1522
8.1700,5.0000,5.0734,-0.1507
8.1800,5.0000,5.0727,-0.1492
8.1900,5.0000,5.0720,-0.1477
8.2000,5.0000,5.0712,-0.1462
8.2100,5.0000,5.0705,-0.1448
8.2200,5.0000,5.0698,-0.1433
8.2300,5.0000,5.0691,-0.1419
8.2400,5.0000,5.0685,-0.1405
8.2500,5.0000,5.0678,-0.1391
8.2600,5.0000,5.0671,-0.1377
8.2700,5.0000,5.0664,-0.1363
8.2800,5.0000,5.0658,-0.1350
8.2900,5.0000,5.0651,-0.1336
8.3000,5.0000,5.0645,-0.1323
8.3100,5.0000,5.0638,-0.1310
8.3200,5.0000,5.0632,-0.1297
8.3300,5.0000,5.0626,-0.1284
8.3400,5.0000,5.0619,-0.1271
8.3500,5.0000,5.0613,-0.1259
8.3600,5.0000,5.0607,-0.1246
8.3700,5.0000,5.0601,-0.1234
8.3800,5.0000,5.0595,-0.1221
8.3900,5.0000,5.0589,-0.1209
8.4000,5.0000,5.0583,-0.1197
8.4100,5.0000,5.0578,-0.1185
8.4200,5.0000,5.0572,-0.1173
8.4300,5.0000,5.0566,-0.1162
8.4400,5.0000,5.0560,-0.1150
8.4500,5.0000,5.0555,-0.1139
8.4600,5.0000,5.0549,-0.1127
8.4700,5.0000,5.0544,-0.1116
8.4800,5.0000,5.0538,-0.1105
8.4900,5.0000,5.0533,-0.1094
8.5000,5.0000,5.0528,-0.1083
8.5100,5.0000,5.0523,-0.1072
8.5200,5.0000,5.0517,-0.1062
8.5300,5.0000,5.0512,-0.1051
8.5400,5.0000,5.0507,-0.1041
8.5500,5.0000,5.0502,-0.1030
8.5600,5.0000,5.0497,-0.1020
8.5700,5.0000,5.0492,-0.1010
8.5800,5.0000,5.0487,-0.1000
8.5900,5.0000,5.0482,-0.0990
8.6000,5.0000,5.0478,-0.0980
8.6100,5.0000,5.0473,-0.0970
8.6200,5.0000,5.0468,-0.0961
8.6300,5.0000,5.0463,-0.0951
8.6400,5.0000,5.0459,-0.0942
8.6500,5.0000,5.0454,-0.0932
8.6600,5.0000,5.0450,-0.0923
8.6700,5.0000,5.0445,-0.0914
8.6800,5.0000,5.0441,-0.0905
8.6900,5.0000,5.0436,-0.0896
8.7000,5.0000,5.0432,-0.0887
8.7100,5.0000,5.0428,-0.0878
8.7200,5.0000,5.0424,-0.0869
8.7300,5.0000,5.0419,-0.0861
8.7400,5.0000,5.0415,-0.0852
8.7500,5.0000,5.0411,-0.0844
8.7600,5.0000,5.0407,-0.0835
8.7700,5.0000,5.0403,-0.0827
8.7800,5.0000,5.0399,-0.0819
8.7900,5.0000,5.0395,-0.0811
8.8000,5.0000,5.0391,-0.0802
8.8100,5.0000,5.0387,-0.0795
8.8200,5.0000,5.0383,-0.0787
8.8300,5.0000,5.0379,-0.0779
8.8400,5.0000,5.0376,-0.0771
8.8500,5.0000,5.0372,-0.0763
8.8600,5.0000,5.0368,-0.0756
8.8700,5.0000,5.0365,-0.0748
8.8800,5.0000,5.0361,-0.0741
8.8900,5.0000,5.0357,-0.0733
8.9000,5.0000,5.0354,-0.0726
8.9100,5.0000,5.0350,-0.0719
8.9200,5.0000,5.0347,-0.0712
8.9300,5.0000,5.0343,-0.0705
8.9400,5.0000,5.0340,-0.0698
8.9500,5.0000,5.0337,-0.0691
8.9600,5.0000,5.0333,-0.0684
8.9700,5.0000,5.0330,-0.0677
8.9800,5.0000,5.0327,-0.0670
8.9900,5.0000,5.0323,-0.0664
